,srch_destination_id,srch_adults_cnt,srch_children_cnt,stay_dur,srch_rm_cnt,prediction
79378,8235,1,0,1.0,1,[16 42 59 91 99]
79382,8230,2,0,3.0,1,[95 19 98 21 68]
79404,26022,1,0,2.0,1,[49 55  9 68 19]
79444,16019,1,0,3.0,1,[32 94 39 91 48]
79451,8822,2,0,3.0,1,[ 5 15 64 30 36]
79457,12452,1,0,1.0,1,[13 68 21 91 72]
79467,8745,2,0,4.0,1,[64 25 58  5 22]
79506,8242,3,0,3.0,1,[25 21 37  5 64]
79517,8224,2,0,3.0,1,[29  2 11 46 51]
79519,8224,3,0,3.0,1,[29  2 11 46 51]
79546,27703,2,0,1.0,1,[ 2 95 21 68 59]
79573,8230,1,0,2.0,1,[95 19 98 68  9]
79585,8230,4,0,2.0,2,[95 19 98 68 18]
79644,11439,2,0,5.0,1,[65 52 66 87 96]
79647,669,2,0,4.0,1,[ 0 83 33 21 97]
79666,8791,2,0,5.0,1,[65 66 52 87  0]
79691,11439,2,0,5.0,1,[65 52 66 87 96]
79715,2026,1,0,1.0,1,[89 86 80 30 85]
79719,56039,1,0,1.0,1,[61 30 81 78 82]
79721,4474,1,0,1.0,1,[19 91 17 86 18]
79725,2828,2,1,1.0,1,[64 30 86 82 67]
79733,12402,2,0,1.0,1,[75  5 11 33 30]
79779,18820,2,1,4.0,1,[43 58  2 64 85]
79785,47843,1,1,4.0,1,[43 58 64  2 22]
79811,12268,1,0,2.0,1,[98 56 55 70 72]
79825,25944,1,0,3.0,1,[ 4 10 47 17 55]
79842,25938,1,0,3.0,1,[37 10 83 17 91]
79848,8288,1,1,1.0,1,[68  9 41 95 69]
79854,23631,1,0,2.0,1,[10 48 37  2 91]
79857,36814,1,0,2.0,1,[80 93 86 17 61]
79860,22870,1,0,1.0,1,[ 9 81  3 85 61]
79862,22869,1,0,2.0,1,[36 15 30 43 81]
79864,22869,1,0,1.0,1,[36 15 30 43 57]
79879,8214,4,0,1.0,2,[72  6 28 77  4]
79885,26419,4,0,1.0,2,[55  6  4 10 49]
79900,14907,2,1,7.0,1,[80 93 61 78 86]
79910,12195,2,0,2.0,1,[91 42 28 95 13]
79912,24122,2,0,2.0,1,[13 91 47 10 42]
79923,8275,1,0,3.0,1,[64 22 25 30 86]
79925,22595,1,0,2.0,1,[29 82 81 90 85]
79940,41548,1,0,1.0,1,[13 77 42 47 91]
79945,498,2,0,1.0,1,[85 48 90 81  3]
79949,26985,2,0,1.0,1,[28 91 10 50 48]
79964,1822,2,0,1.0,1,[28 16 11 48  7]
79966,26002,2,0,1.0,1,[28 10 48  7 91]
79976,12239,1,0,4.0,1,[42 18 23 37 95]
79983,12395,1,0,2.0,1,[42 91 48 50 13]
79985,263,1,0,2.0,1,[21 42 13 28 72]
79987,263,1,0,2.0,1,[42 21 13 28 72]
79996,11821,1,0,3.0,1,[47 91 48  6 39]
80016,8808,2,1,1.0,1,[ 2 58 82 64 62]
80030,8788,2,0,5.0,1,[64 59 11 25  2]
80036,29566,2,0,3.0,1,[97 64  2 25 11]
80045,8289,1,0,9.0,1,[64 11  2 82 29]
80073,12314,1,0,4.0,1,[58 86 85 81 82]
80079,8285,2,0,3.0,1,[11  2 64 25  4]
80091,11439,2,0,6.0,1,[65 52 66 87 96]
80104,576,2,0,2.0,1,[91 15 48 50 42]
80109,5175,1,0,2.0,1,[18 68 91 94 48]
80112,4773,1,0,1.0,1,[94 91 18 48 32]
80117,5175,1,0,2.0,1,[18 68 91 94 59]
80119,8243,1,0,2.0,1,[42 21 91 51 59]
80122,8265,1,0,1.0,1,[72 91 13 47 21]
80279,13518,2,0,2.0,1,[91 28 18 72 48]
80282,33252,2,0,2.0,1,[93 80 86 17 84]
80294,11334,4,0,6.0,1,[26 33 84 73 31]
80297,8239,2,0,2.0,1,[ 2 48 25 42 91]
80303,8239,2,0,2.0,1,[ 2 48 42 25 28]
80312,48100,2,0,1.0,1,[95 18 91 19 33]
80314,24897,2,0,1.0,1,[56 69 19 17 83]
80316,17586,2,0,3.0,1,[34 86 26 91 84]
80320,6307,2,0,1.0,1,[92 34 86 73 91]
80322,12975,1,0,2.0,1,[91 28  5 48 39]
80325,24902,1,0,2.0,1,[ 4 25 28  5 37]
80329,55707,2,0,1.0,1,[41 91 18 69 47]
80331,63885,1,0,1.0,1,[91 42 15  7 94]
80338,12654,1,0,1.0,1,[34 16 42 71 91]
80340,12975,1,0,1.0,1,[91 28 48  5 39]
80342,12975,1,0,3.0,1,[91 28 48  5 39]
80344,12483,1,0,1.0,1,[ 6 28 59 33  4]
80347,25753,2,0,2.0,1,[91 47 50  7 42]
80349,12975,1,0,2.0,1,[91 28  5 48 39]
80351,25736,2,0,2.0,1,[18 77 72 42 91]
80358,8239,1,0,1.0,1,[ 2 48 42 25 91]
80360,13373,2,0,1.0,1,[16 91 42 18 32]
80363,12975,2,0,2.0,1,[91 28 48 39  5]
80369,24937,2,0,1.0,1,[91 42 94 48 47]
80373,25728,2,0,1.0,1,[48 94 91 42 16]
80375,12975,2,0,1.0,1,[91 28 39 48  5]
80397,8234,2,0,14.0,1,[41 64 68  9 11]
80532,20042,2,2,4.0,1,[ 0 26 84 31 96]
80615,35032,2,1,2.0,1,[ 3 42 16 91 32]
80619,43002,2,0,2.0,1,[15 18 91 48 42]
80621,26724,2,0,1.0,1,[91  7 48 42 94]
80623,26954,2,0,3.0,1,[ 6  7 31 13 16]
80625,7286,1,0,4.0,1,[47  7 91 32 48]
80628,17907,1,0,2.0,1,[48 42 50 61 91]
80668,8259,1,0,3.0,1,[11 59 29 21  2]
80682,23264,1,0,4.0,1,[36 62 67 30 82]
80698,26227,2,1,1.0,1,[95 89  2  9  4]
80723,8279,2,0,1.0,1,[98 55 41 83 70]
80730,14985,2,2,1.0,1,[40 18 91 42 39]
80759,148,2,2,1.0,1,[ 6 32 50 42 91]
80763,8267,1,0,1.0,1,[56 98 41 70 69]
80777,8279,4,2,1.0,2,[98 41 83 70 55]
80790,8254,1,0,2.0,1,[95 98 21 41 37]
80795,8250,2,0,2.0,1,[ 1 24 45 54 79]
80801,11439,2,0,5.0,1,[65 52 66 87 96]
80812,8255,1,0,2.0,1,[36 29 46 15 64]
80821,1835,4,0,1.0,1,[28 47 32 37 10]
80827,11813,4,0,2.0,1,[80 83 17  0  4]
80839,119,1,1,1.0,1,[48 16 91 42 94]
80843,8250,1,0,3.0,1,[ 1 45 79 24 54]
80847,45630,2,0,1.0,1,[41 69 91 17 70]
80850,45630,2,0,1.0,1,[41 69 91 17 70]
80861,11997,1,0,2.0,1,[42  2 50 59 48]
80863,24659,1,0,1.0,1,[57 35 85 81 15]
80866,375,2,0,6.0,1,[76 90 99 58 85]
80868,12556,2,0,1.0,1,[32 19 59 16 94]
80882,12356,2,0,1.0,1,[ 9 59 36 46 29]
80891,8261,1,0,2.0,1,[18 91 13 59  2]
80900,8791,1,0,2.0,1,[65 66 52 87  0]
80903,12206,2,0,4.0,1,[ 1 79 24 45 51]
80910,3546,1,0,3.0,1,[47  7 91 48 39]
80923,3100,2,0,2.0,1,[39 91 14 32  7]
80930,44691,2,2,4.0,1,[50 32  7 91 33]
80936,23311,2,0,4.0,1,[59  2 48 42 36]
81084,8253,1,1,3.0,1,[25 97 98 11 64]
81156,12665,3,0,7.0,2,[ 4 15 40  6 47]
81159,8259,3,0,7.0,2,[11 15  2 29 21]
81170,21405,3,0,7.0,2,[ 7 81 15 62 48]
81185,19799,1,0,5.0,1,[76 51 86 17 91]
81187,8242,1,0,3.0,1,[25 37  5  9 21]
81189,8818,1,0,3.0,1,[82 57 81 29 46]
81191,20225,1,0,7.0,1,[59 29 36 62 57]
81205,8289,2,0,4.0,1,[11 82  2 64 29]
81209,8808,4,0,6.0,1,[58  2 64 36 82]
81213,25578,4,0,2.0,1,[ 3 86 85 81 30]
81215,8808,4,0,1.0,1,[ 2 58 82 36 64]
81250,25972,4,0,1.0,2,[11 43 25  2 64]
81254,8746,4,1,3.0,2,[22 64  9 99 43]
81258,6871,4,1,1.0,2,[61 30 81  3 78]
81260,26343,1,0,2.0,1,[13 48  7 14 91]
81266,11439,2,2,5.0,1,[65 52 66 87 96]
81304,11938,2,2,5.0,1,[65 25 52 66 31]
81306,5417,1,0,1.0,1,[48 94 91 47 16]
81311,27675,2,0,2.0,1,[29 89 82 81 86]
81344,8823,4,2,7.0,2,[ 8 22 86 43 30]
81365,11860,4,2,3.0,2,[35  8 30 43 86]
81372,11860,4,2,3.0,2,[35  8 30 43 86]
81403,11860,4,1,2.0,2,[35  8 30 43 86]
81411,39938,2,3,3.0,1,[22  8 43 86  5]
81446,51385,2,0,7.0,1,[64 97 68 25  9]
81461,23507,2,0,2.0,1,[49 98 59 25 61]
81512,8267,4,0,3.0,2,[98 56 41 69 70]
81530,27703,6,0,1.0,3,[ 2 59 21 68 13]
81535,1152,2,0,7.0,1,[65 73 58 62 99]
81549,27699,2,0,1.0,1,[ 6 18 59 42 91]
81555,27703,3,0,1.0,1,[ 2 21 95 68 59]
81561,27637,4,0,1.0,2,[47  7 91 32 48]
81564,8267,2,2,7.0,1,[98 56 41 70 69]
81572,8793,1,0,4.0,1,[28 91 41 48 72]
81574,17823,2,0,2.0,1,[61 78 22 30  2]
81576,8245,2,0,3.0,1,[46 36 62 61 30]
81602,8226,2,0,3.0,1,[46 61 38 64 82]
81622,3415,2,0,1.0,1,[95 68 72 18 91]
81625,8288,2,0,1.0,1,[68 95 41  9 69]
81628,23530,2,0,1.0,1,[96 90 84 15 73]
81645,26124,2,0,4.0,2,[95 91 18 50 48]
81658,19809,6,0,7.0,3,[ 3 86 17 81 30]
81661,34166,3,0,2.0,1,[22 86 91 17 81]
81733,54508,2,0,15.0,1,[63 86 81 26 80]
81736,8804,2,0,7.0,1,[25 59 37 46  9]
81740,6305,2,0,3.0,1,[64 63 59 29 46]
81766,8803,2,0,3.0,1,[46 12 36 29 62]
81791,12602,2,0,3.0,1,[ 1 79 45 54 24]
81793,12602,4,0,3.0,2,[ 1 79 54 45 24]
81807,11854,2,0,2.0,1,[42 91 15 16 77]
81833,24160,3,2,1.0,2,[87 86 80 84 17]
81853,8281,2,0,4.0,1,[68  9 19 95 91]
81897,12762,1,0,2.0,1,[ 6 28 42 13 48]
81901,12466,1,0,1.0,1,[51  6 15 18 50]
81905,12188,2,2,5.0,1,[65 52 87 66 96]
81917,12401,3,1,3.0,2,[60  3 86 80 17]
81927,8220,2,0,1.0,1,[12 46 62 29 36]
81929,8220,6,1,1.0,3,[12 46 62 36 77]
81931,8220,6,1,3.0,3,[12 46 62 36 77]
81934,18569,6,1,2.0,3,[63 61 12 81 46]
81936,8220,2,1,2.0,1,[12 46 62 29 36]
81938,8220,2,1,1.0,1,[12 46 62 29 36]
81940,5497,2,1,2.0,1,[61 81 57 62 63]
81953,8220,4,1,1.0,2,[12 46 62 36 29]
81964,8220,2,1,3.0,1,[12 46 62 29 36]
81967,8220,2,1,2.0,1,[12 46 62 29 36]
81971,20225,2,1,3.0,1,[29 59 36 12 62]
81973,20225,2,1,2.0,1,[29 59 36 12 62]
81975,8220,2,1,3.0,1,[12 46 62 29 36]
81977,8803,2,1,4.0,1,[ 3 60 32 36 82]
81980,18569,2,1,3.0,1,[63 61 12 62 57]
81982,8220,2,1,3.0,1,[12 46 62 36 29]
81984,8220,2,1,5.0,1,[12 46 62 29 36]
81987,8220,2,1,2.0,1,[12 46 62 29 36]
81990,12401,1,1,1.0,1,[60  3 86 80 17]
81993,8220,2,1,3.0,1,[12 46 62 29 77]
81998,8803,2,1,6.0,1,[12 46 29 36 62]
82000,8220,2,1,3.0,1,[12 46 62 29 36]
82002,468,2,1,1.0,1,[13 64 46 97 37]
82004,8242,2,1,5.0,1,[25 37 21  9  5]
82006,8220,2,0,3.0,1,[12 46 62 29 36]
82008,8245,2,1,2.0,1,[46 30 36 62 61]
82011,8245,1,1,2.0,1,[46 62 30 36 61]
82013,7062,1,1,1.0,1,[51 50 42 89 47]
82020,12372,2,1,4.0,1,[70 19 72 68 41]
82022,8220,2,1,3.0,1,[12 46 62 29 36]
82024,12598,4,1,8.0,2,[81 36 46 61 30]
82027,8242,4,1,3.0,2,[25 37 21 64 59]
82029,8245,3,0,2.0,1,[46 30 36 62 61]
82035,8745,2,1,2.0,1,[64 25 22 37 11]
82038,8227,1,1,3.0,1,[60 46  3 20 82]
82040,8819,4,1,4.0,2,[97 99 11 50 64]
82042,8220,4,1,5.0,2,[12 46 62 36 77]
82044,8242,2,0,4.0,1,[25 37 21  5 59]
82048,8242,4,1,3.0,2,[25 21 37 59  5]
82050,8819,2,1,1.0,1,[97 99 50 11 64]
82052,8220,2,1,3.0,1,[12 46 62 59 36]
82054,8220,2,1,9.0,1,[12 46 62 59 36]
82056,8220,2,1,7.0,1,[12 46 62 59 36]
82060,8803,2,1,2.0,1,[ 3 32 60 82 36]
82067,20225,3,1,3.0,1,[59 62 29 36 12]
82069,8220,2,1,1.0,1,[12 46 62 59 77]
82071,8220,2,1,1.0,1,[12 46 62 29 59]
82074,8220,1,1,1.0,1,[12 46 62 29 59]
82076,8220,2,1,4.0,1,[12 62 46 29 36]
82078,8220,2,1,6.0,1,[12 46 62 29 36]
82081,8253,2,1,4.0,1,[97 25 98 11 37]
82083,8796,2,0,2.0,1,[99 75 81 82 46]
82085,37498,2,1,3.0,1,[64 30 86 22 82]
82087,8819,2,0,3.0,1,[97 99 12  9 37]
82089,921,2,1,3.0,1,[26 61 81 75 99]
82091,8803,2,1,2.0,1,[12 46 29 62 36]
82093,8052,2,1,1.0,1,[75 86 89 30 80]
82095,8803,2,1,1.0,1,[12 46 29 62 36]
82097,8255,2,1,19.0,1,[85  3 81 61 48]
82099,8796,2,1,2.0,1,[60  3 20 81 86]
82101,8220,2,1,1.0,1,[12 46 62 29 59]
82103,5497,2,1,1.0,1,[61 81 57 62 63]
82105,8220,2,1,2.0,1,[12 62 46 29 59]
82107,8220,2,1,2.0,1,[12 62 46 29 59]
82111,8220,2,1,7.0,1,[12 46 62 29 36]
82113,8220,4,1,7.0,2,[12 46 62 36 29]
82120,17886,2,0,2.0,1,[50 47 42 48 16]
82122,8220,3,1,2.0,1,[12 46 62 36 29]
82128,8803,2,2,2.0,1,[12 46 29 36 62]
82129,8803,2,2,3.0,1,[12 46 29 36 62]
82131,52662,1,0,6.0,1,[38 86 75 20 30]
82158,45041,1,0,3.0,1,[61 30 78 81 82]
82159,45041,2,0,3.0,1,[61 30 78 81 82]
82162,22667,2,0,1.0,1,[81 61 63 85 36]
82166,8245,2,0,3.0,1,[46 62 36 30 61]
82171,53006,2,0,2.0,1,[18 91 48 59 70]
82174,23311,2,0,2.0,1,[59  2 46 48 10]
82192,8213,1,0,1.0,1,[97 98  2  9 59]
82194,18881,1,0,1.0,1,[78  5 62 82 46]
82196,18058,1,0,1.0,1,[46 43 61 82 30]
82198,18058,1,0,1.0,1,[46 43 61 82 30]
82204,468,1,0,1.0,1,[13 64 46 37 97]
82206,1447,1,0,1.0,1,[20 38 30 81 82]
82208,1014,1,1,2.0,1,[75 26 61 76 92]
82210,12471,2,1,1.0,2,[13  8 89 30  7]
82216,1447,2,1,1.0,2,[20 38 30 81 82]
82222,1447,2,0,1.0,1,[20 38 30 81 82]
82225,468,1,1,2.0,1,[13 64 46 97 37]
82227,12655,2,0,1.0,1,[75 89 86 30 81]
82229,8238,1,0,2.0,1,[97 59 37  9 68]
82231,468,1,1,4.0,1,[13 64 46 97  5]
82233,1447,2,0,1.0,2,[20 38 30 81 82]
82235,468,3,1,1.0,3,[13 64 46 97 37]
82241,12556,2,0,2.0,1,[32 16 19 59 94]
82249,8267,2,0,4.0,1,[98 41 56 70 69]
82283,5405,2,0,7.0,1,[52 66 65 85 31]
82284,5405,2,2,7.0,1,[66 52 65 85 31]
82287,5405,2,0,7.0,1,[52 66 65 85 31]
82294,8259,2,0,1.0,1,[11 21  2 29  6]
82298,12372,4,2,1.0,2,[19 70 72 68 41]
82300,8791,6,0,5.0,3,[66 65 87 52 84]
82307,8790,1,0,4.0,1,[29 36 85 82  9]
82324,8743,1,1,3.0,1,[ 5 64 11 59  6]
82341,8785,1,1,1.0,1,[22  8 64  5 58]
82343,8806,1,1,1.0,1,[11 64 62 25 78]
82346,8740,1,1,2.0,1,[ 8 22 78  5 43]
82365,8746,1,1,4.0,1,[22 64 99  9 25]
82376,8859,2,0,1.0,1,[ 0 83 21 33 96]
82384,8856,2,0,1.0,1,[ 0 44 34 26  8]
82395,8240,1,0,2.0,1,[ 5 11 62 48 59]
82397,8240,1,0,1.0,1,[ 5 11 62 48 59]
82407,12206,1,0,4.0,1,[ 1 79 45 24 51]
82417,8216,1,0,1.0,1,[95 18 91 19 68]
82419,20934,2,0,3.0,1,[64 62 30 43 82]
82421,4335,2,0,1.0,1,[78 38 75 86 81]
82423,22525,2,0,1.0,1,[62 82 61 30 81]
82425,22491,2,0,1.0,1,[43 62 30 82  3]
82430,21204,2,0,1.0,1,[82 78 81 43 30]
82439,12715,1,1,1.0,1,[ 5 85 59 18 48]
82449,8747,1,1,7.0,1,[97 99  9 48  2]
82460,8747,1,0,9.0,1,[99 97  9 48  2]
82471,24289,2,2,5.0,1,[72 37 39 13 91]
82475,1493,1,0,2.0,1,[91 42 76 72 13]
82492,1493,1,0,3.0,1,[91 42 76 72 13]
82494,656,1,0,2.0,1,[40 83 77 48 13]
82505,8250,1,0,1.0,1,[ 1 45 79 24 54]
82513,1493,1,0,2.0,1,[91 42 72 76 13]
82515,1493,1,0,3.0,1,[91 42 72 76 47]
82519,1493,1,0,3.0,1,[91 42 72 76 13]
82528,1493,2,0,4.0,1,[91 42 72 76 13]
82534,1741,1,0,1.0,1,[42 91 50 48  7]
82573,1725,2,0,4.0,1,[63 81 61 30 78]
82603,764,2,1,1.0,1,[32  7 10 94 42]
82606,8213,2,0,3.0,1,[98 97  2 37  9]
82611,8799,2,1,2.0,1,[22 97 58 86  5]
82633,21662,4,0,1.0,2,[78 38 75 86 61]
82635,21662,2,0,1.0,1,[78 38 75 86 61]
82637,18046,4,0,2.0,2,[64 67 82 22 58]
82639,18046,2,0,2.0,1,[64 67 82 22 58]
82641,18834,4,0,2.0,2,[38 86 75 81 20]
82643,18834,2,0,2.0,1,[38 86 75 81 20]
82648,18843,2,0,1.0,1,[67 86  2 58 36]
82652,8272,2,0,3.0,1,[48 84 42 91 15]
82654,11998,2,0,3.0,1,[96 18 68 91 47]
82668,8272,2,0,3.0,1,[42 48 91 84 16]
82679,8250,2,0,5.0,1,[ 1 79 24 45 54]
82692,8250,1,0,4.0,1,[24  1 45 79 54]
82695,8250,2,0,4.0,1,[24  1 45 79 54]
82697,23682,2,0,3.0,1,[84 34 26 92 96]
82699,1114,2,0,2.0,1,[42 48  2 36 50]
82708,11998,2,0,1.0,1,[96 18 91 16 68]
82710,12757,2,0,2.0,1,[42 72 91 59 15]
82721,1889,2,1,3.0,1,[32 59 94 16 14]
82735,7635,2,1,5.0,1,[98 56 41 70 69]
82755,26414,2,1,2.0,1,[ 9 41 95 98 33]
82757,26414,2,1,2.0,1,[ 9 41 95 98 33]
82759,26414,2,1,2.0,1,[41  9 95 98 33]
82761,33865,2,1,2.0,1,[25 86 17 31 91]
82779,22726,2,0,1.0,1,[85 29 82 61 62]
82785,22726,3,0,1.0,1,[85 29 82 61 62]
82858,8268,2,0,1.0,1,[34 71 16  0 96]
82860,12579,2,0,2.0,2,[82 78 48 81 46]
82865,15300,2,0,3.0,1,[ 8 86 30 43  5]
82885,12356,1,0,2.0,1,[ 9 36 59 46 85]
82892,41960,1,0,1.0,1,[ 3 86 17 30 91]
82929,12247,2,0,2.0,1,[55 10 90 15 17]
82937,8250,2,0,4.0,1,[ 1 24 45 79 54]
82940,9147,2,0,2.0,1,[96  0 50  3 47]
82966,8253,4,0,2.0,2,[97 25 21 98 64]
82979,48157,1,0,1.0,1,[15 12 99 62 81]
82989,1305,2,1,2.0,1,[13 91 47  7 42]
83000,4454,2,2,7.0,1,[10 71 79 34 16]
83017,4454,2,2,7.0,1,[10 71 79 34 16]
83029,7778,1,0,2.0,1,[42 91 48 50 16]
83032,367,1,1,1.0,1,[33 13 42 47  5]
83034,8277,1,1,2.0,1,[42 16 91 48 18]
83036,8218,1,0,2.0,1,[47 72 91 21 41]
83038,26994,1,1,1.0,1,[48 94 91 16 18]
83089,27261,1,0,2.0,1,[ 6 28 15 91 51]
83095,11832,2,0,1.0,1,[42 91 50 51 48]
83115,8267,2,1,2.0,1,[98 56 70 41 69]
83120,24694,1,1,1.0,1,[39 28 42 91 48]
83122,8250,1,1,1.0,1,[ 1 79 45 24 54]
83154,8260,2,0,2.0,1,[21 41 70 83 98]
83192,20117,4,5,2.0,2,[64 86 63 44 67]
83194,8216,1,1,2.0,1,[95 91 18 19 68]
83197,12181,1,1,2.0,1,[49 16 28 91 48]
83200,12615,1,1,2.0,1,[19 69 21 41 91]
83202,12177,1,1,1.0,1,[19 95 49 21 91]
83208,12691,1,1,1.0,1,[42 91 28 32 59]
83214,25739,2,1,1.0,1,[91  7 42 48 94]
83215,25731,2,1,1.0,1,[26 43 76 91 84]
83220,8267,2,0,3.0,1,[98 56 41 70 69]
83233,8267,2,0,3.0,1,[98 56 41 70 69]
83237,8829,2,0,1.0,1,[55  4 51 72 90]
83246,8829,2,0,1.0,1,[55  4 51 72 90]
83255,8291,2,0,3.0,1,[95  9 98 91 59]
83258,25731,2,1,1.0,1,[26 43 76 91 84]
83264,8291,2,1,5.0,1,[95  9 98 59 91]
83272,8230,2,0,1.0,1,[95 19 98 68 21]
83275,12762,2,0,1.0,2,[ 6 28 48 42 91]
83277,5181,2,0,1.0,1,[41 91 69 17 47]
83279,9534,1,0,2.0,1,[91 48 94 42 47]
83281,26808,1,0,2.0,1,[43 91 30 82 15]
83283,9534,1,0,4.0,1,[91 48 94 42 15]
83289,9534,1,0,1.0,1,[91 42 48 94 13]
83291,9534,1,0,1.0,1,[91 94 48 42 13]
83293,8291,1,0,1.0,1,[95 98  9 18 59]
83298,1120,2,0,1.0,1,[ 4 89 86 17 15]
83305,44916,2,0,1.0,1,[10  7 91 32 15]
83309,12206,2,0,2.0,1,[ 1 79 45 24 51]
83317,48222,1,0,1.0,1,[69 86 17 91 80]
83320,12320,3,0,1.0,3,[72 16 13 42 28]
83324,17911,1,0,2.0,1,[50 47  6 91 32]
83339,8267,2,0,5.0,1,[98 56 41 70 69]
83341,8232,3,0,2.0,3,[91 18 23 42 39]
83353,6136,1,0,1.0,1,[42 91 76 50 48]
83367,12225,2,0,1.0,1,[48 49 28 21 77]
83390,8273,2,1,2.0,2,[68 91 18 19 72]
83392,12002,2,1,1.0,2,[59 94 13 47  7]
83404,11359,1,0,1.0,1,[21 37 32 39 91]
83463,45629,4,0,1.0,2,[69 41 10 33 91]
83487,12856,1,0,2.0,1,[49 69  6  5 91]
83542,26419,2,0,1.0,1,[55  6  4 16 49]
83577,8250,2,0,3.0,1,[ 1 24 45 79 54]
83579,6125,2,0,1.0,1,[15 91 39 48 17]
83590,8846,2,0,2.0,1,[55 96 15 90 16]
83612,8268,4,1,3.0,2,[34 71 16  0 96]
83623,8278,3,0,5.0,1,[95 68 91 18 37]
83627,18741,1,0,5.0,1,[47 91  7 94 42]
83644,25479,2,0,10.0,1,[47  7 32 91 48]
83649,11975,1,0,4.0,1,[51 13 91 42 47]
83744,33496,2,1,3.0,1,[97 64 25 90 37]
83746,8232,1,0,7.0,1,[91 18 39 23 42]
83751,8266,1,0,5.0,1,[ 9 95 91 98 18]
83775,12268,1,0,2.0,1,[98 56 55 72 70]
83832,3886,1,0,1.0,1,[76 86 51 30 81]
83834,3886,1,0,2.0,1,[76 86 51 30 81]
83865,45535,2,0,7.0,1,[85 57 15  3 81]
83874,24606,2,0,8.0,1,[85 62  3 36 81]
83891,8819,2,0,5.0,1,[97 99 64  9 37]
83893,45535,2,0,7.0,1,[85 57 15  3 81]
83918,8288,2,1,2.0,1,[68 41 95 37  9]
83926,8228,2,1,1.0,1,[95 91 18 28 33]
83935,12194,2,0,2.0,1,[72 95 41 91  2]
83951,12226,2,0,7.0,1,[95 49 97 18  3]
83955,26414,2,0,4.0,1,[41 95  9 33 98]
83962,8230,2,0,5.0,1,[95 19 98 68 21]
83973,25965,2,0,2.0,1,[25 18 59 48 28]
83976,56479,2,0,2.0,1,[11 86 17 91 51]
83982,12944,2,0,1.0,1,[55 10  6 99 16]
83991,1853,2,0,1.0,1,[85 36 81 57 15]
83993,9713,2,0,1.0,1,[ 7 81 91 48 76]
84028,21361,2,0,1.0,1,[15 48 39 91 14]
84029,8277,4,0,4.0,1,[42 91 16 48 18]
84031,12665,1,0,1.0,1,[ 4 15 28  6  2]
84034,1031,3,0,1.0,2,[15 39 48 91 86]
84036,878,3,0,1.0,2,[20 38 86 81 30]
84038,21361,3,0,1.0,2,[15 48 39 91 14]
84040,12696,3,0,1.0,2,[50 16 48  7 13]
84044,12225,1,0,1.0,1,[48 49 28 77 21]
84046,12225,1,0,1.0,1,[48 21 28 77 49]
84048,12696,5,0,1.0,3,[50 16 48  7 13]
84051,12225,1,0,1.0,1,[48 21 28 77 49]
84055,21361,2,0,1.0,1,[15 48 39 91 14]
84058,21361,1,0,1.0,1,[15 48 39 91 14]
84062,12696,1,0,1.0,1,[50 16 48  5 42]
84066,21361,2,0,1.0,1,[15 48 39 91 36]
84068,1031,2,0,1.0,1,[15 39 48 91 86]
84070,21361,4,0,1.0,2,[15 48 39 91 36]
84073,21361,2,0,1.0,1,[15 48 39 91 14]
84076,12367,2,0,2.0,1,[82 48 78 57 81]
84078,12367,2,0,2.0,1,[82 78 48 81 30]
84084,343,2,0,2.0,1,[85 30 81  3 48]
84088,21361,4,1,3.0,2,[15 48 39 91 30]
84101,12780,2,0,1.0,2,[57 85 29 59 61]
84103,12669,1,0,1.0,1,[21 49 77 13 16]
84107,12780,2,0,1.0,1,[57 29 85 59 61]
84108,21361,2,0,1.0,1,[15 48 39 91 14]
84131,49182,4,1,1.0,2,[42 47 48  7 50]
84151,26754,1,0,3.0,1,[42 48 91 50 23]
84154,24690,1,0,4.0,1,[94 40 16 18 48]
84188,10859,4,0,2.0,1,[93 80 86 17 84]
84240,14937,2,0,1.0,1,[68 57 91 28 42]
84262,41725,2,0,1.0,1,[37 91 18 10 17]
84269,21215,2,2,1.0,1,[14 78 30 38 82]
84271,17859,1,0,1.0,1,[28 68 91 39 34]
84291,15093,2,0,6.0,1,[77 48 39 50 42]
84293,8788,2,0,3.0,1,[64 37 25 59 11]
84300,8289,0,0,4.0,1,[64 82 29  2 11]
84322,792,2,0,5.0,1,[86 22 85 58 67]
84327,20460,1,0,4.0,1,[ 4  6 95 59 10]
84330,20460,1,0,4.0,1,[ 4 95  6 59 10]
84337,22648,1,0,4.0,1,[59  6 61 46 90]
84342,8259,1,0,1.0,1,[11 59 29 36 37]
84345,8259,1,0,1.0,1,[11 59 29 36 37]
84354,20460,1,0,4.0,1,[ 4  6 95 59 10]
84358,12509,1,0,3.0,1,[ 7 82 48 36 81]
84362,20460,1,0,4.0,1,[75 81 61 36 91]
84370,20460,1,0,4.0,1,[81 75 61 36 82]
84377,12057,1,0,3.0,1,[36 29 81 76 15]
84382,20460,1,0,4.0,1,[ 4 95  6 59 10]
84389,8279,2,0,1.0,1,[98 41 55 70 83]
84391,4852,1,0,1.0,1,[48 16 91 94 42]
84393,3576,2,0,1.0,1,[21 17 39 91 84]
84423,44690,2,0,1.0,1,[21 83 70 41 91]
84430,12385,1,0,3.0,1,[32 19 39 16 91]
84435,24822,2,0,1.0,1,[32 51 28 42 47]
84446,11620,1,1,2.0,1,[37 21 97 48 41]
84454,18077,2,0,4.0,1,[36 62 67 82 46]
